problem, behaviour, target_goal, state, G1, G2, G3, G4, G5, G6, G7
Sokoban-A, amb,,1, 26, 15, 26, 26, 14
Sokoban-A, amb,,2, 25, 14, 25, 25, 13
Sokoban-A, amb,,3, 24, 13, 24, 24, 12
Sokoban-A, amb,,4, 23, 14, 23, 23, 11
Sokoban-A, amb,,5, 22, 15, 22, 22, 10
Sokoban-A, amb,,6, 21, 16, 21, 21, 9
Sokoban-A, amb,,7, 20, 17, 20, 20, 18
Sokoban-A, amb,,8, 19, 18, 19, 19, 17
Sokoban-A, amb,,9, 18, 17, 18, 18, 16
Sokoban-A, amb,,10, 17, 16, 17, 17, 15
Sokoban-A, amb,,11, 16, 21, 16, 16, 14
Sokoban-A, amb,,12, 15, 20, 15, 15, 13
Sokoban-A, amb,,13, 14, 19, 14, 14, 12
Sokoban-A, amb,,14, 13, 18, 13, 13, 13
Sokoban-A, amb,,15, 12, 17, 12, 12, 12
Sokoban-A, amb,,16, 11, 16, 11, 11, 11
Sokoban-A, amb,,17, 10, 15, 10, 10, 36
Sokoban-A, amb,,18, 9, 14, 9, 9, 35
Sokoban-A, amb,,19, 8, 13, 8, 8, 34
Sokoban-A, amb,,20, 7, 12, 7, 7, 35
Sokoban-A, amb,,21, 6, 11, 6, 8, 34
Sokoban-A, amb,,22, 5, 10, 5, 9, 33
Sokoban-A, amb,,23, 6, 11, 6, 12, 32
Sokoban-A, amb,,24, 7, 12, 7, 11, 31
Sokoban-A, amb,,25, 8, 13, 8, 10, 32
Sokoban-A, amb,,26, 9, 14, 9, 9, 33
Sokoban-A, amb,,27, 10, 15, 10, 8, 38
Sokoban-A, amb,,28, 11, 14, 11, 7, 39
Sokoban-A, amb,,29, 12, 13, 12, 6, 38
Sokoban-A, amb,,30, 9, 12, 9, 5, 37
Sokoban-A, amb,,31, , , , 4, 
Sokoban-A, amb,,32, , , , 3, 
Sokoban-A, amb,,33, , , , 2, 
Sokoban-A, amb,,34, , , , 1, 
Sokoban-A, amb,,35, , , , 0, 
Sokoban-A, loi, 4,1, 26, 15, 26, 26, 14
Sokoban-A, loi, 4,2, 25, 14, 25, 25, 13
Sokoban-A, loi, 4,3, 24, 13, 24, 24, 12
Sokoban-A, loi, 4,4, 23, 14, 23, 23, 11
Sokoban-A, loi, 4,5, 22, 15, 22, 22, 10
Sokoban-A, loi, 4,6, 21, 16, 21, 21, 9
Sokoban-A, loi, 4,7, 20, 17, 20, 20, 18
Sokoban-A, loi, 4,8, 19, 18, 19, 19, 17
Sokoban-A, loi, 4,9, 18, 17, 18, 18, 16
Sokoban-A, loi, 4,10, 17, 16, 17, 17, 15
Sokoban-A, loi, 4,11, 16, 21, 16, 16, 14
Sokoban-A, loi, 4,12, 15, 20, 15, 15, 13
Sokoban-A, loi, 4,13, 14, 19, 14, 14, 12
Sokoban-A, loi, 4,14, 13, 18, 13, 13, 13
Sokoban-A, loi, 4,15, 12, 17, 12, 12, 12
Sokoban-A, loi, 4,16, 11, 16, 11, 11, 11
Sokoban-A, loi, 4,17, 10, 15, 10, 10, 36
Sokoban-A, loi, 4,18, 9, 14, 9, 9, 35
Sokoban-A, loi, 4,19, 8, 13, 8, 8, 34
Sokoban-A, loi, 4,20, 8, 13, 8, 8, 34
Sokoban-A, loi, 4,21, 9, 14, 9, 9, 35
Sokoban-A, loi, 4,22, 8, 13, 8, 8, 34
Sokoban-A, loi, 4,23, 8, 13, 8, 8, 34
Sokoban-A, loi, 4,24, 8, 13, 8, 8, 34
Sokoban-A, loi, 4,25, 7, 12, 7, 7, 35
Sokoban-A, loi, 4,26, 6, 11, 6, 8, 34
Sokoban-A, loi, 4,27, 7, 12, 7, 7, 35
Sokoban-A, loi, 4,28, 7, 12, 7, 7, 35
Sokoban-A, loi, 4,29, 7, 12, 7, 7, 35
Sokoban-A, loi, 4,30, 6, 11, 6, 8, 34
Sokoban-A, loi, 4,31, 7, 12, 7, 7, 35
Sokoban-A, loi, 4,32, 7, 12, 7, 7, 35
Sokoban-A, loi, 4,33, 8, 11, 8, 6, 36
Sokoban-A, loi, 4,34, , , , 5, 
Sokoban-A, loi, 4,35, , , , 5, 
Sokoban-A, loi, 4,36, , , , 4, 
Sokoban-A, loi, 4,37, , , , 3, 
Sokoban-A, loi, 4,38, , , , 2, 
Sokoban-A, loi, 4,39, , , , 1, 
Sokoban-A, loi, 4,40, , , , 0, 
Sokoban-A, opt-d, 4,1, 26, 15, 26, 26, 14
Sokoban-A, opt-d, 4,2, 25, 14, 25, 25, 13
Sokoban-A, opt-d, 4,3, 24, 13, 24, 24, 12
Sokoban-A, opt-d, 4,4, 23, 14, 23, 23, 11
Sokoban-A, opt-d, 4,5, 22, 15, 22, 22, 10
Sokoban-A, opt-d, 4,6, 21, 16, 21, 21, 9
Sokoban-A, opt-d, 4,7, 20, 17, 20, 20, 18
Sokoban-A, opt-d, 4,8, 19, 18, 19, 19, 17
Sokoban-A, opt-d, 4,9, 18, 17, 18, 18, 16
Sokoban-A, opt-d, 4,10, 17, 16, 17, 17, 15
Sokoban-A, opt-d, 4,11, 16, 21, 16, 16, 14
Sokoban-A, opt-d, 4,12, 15, 20, 15, 15, 13
Sokoban-A, opt-d, 4,13, 14, 19, 14, 14, 12
Sokoban-A, opt-d, 4,14, 13, 18, 13, 13, 13
Sokoban-A, opt-d, 4,15, 12, 17, 12, 12, 12
Sokoban-A, opt-d, 4,16, 11, 16, 11, 11, 11
Sokoban-A, opt-d, 4,17, 10, 15, 10, 10, 36
Sokoban-A, opt-d, 4,18, 9, 14, 9, 9, 35
Sokoban-A, opt-d, 4,19, 8, 13, 8, 8, 34
Sokoban-A, opt-d, 4,20, 7, 12, 7, 7, 35
Sokoban-A, opt-d, 4,21, 8, 11, 8, 6, 36
Sokoban-A, opt-d, 4,22, , , , 5, 
Sokoban-A, opt-d, 4,23, , , , 4, 
Sokoban-A, opt-d, 4,24, , , , 3, 
Sokoban-A, opt-d, 4,25, , , , 2, 
Sokoban-A, opt-d, 4,26, , , , 1, 
Sokoban-A, opt-d, 4,27, , , , 0, 
Sokoban-A, opt-a, 2,1, 26, 15, 26, 26, 14
Sokoban-A, opt-a, 2,2, 25, 14, 25, 25, 13
Sokoban-A, opt-a, 2,3, 24, 13, 24, 24, 12
Sokoban-A, opt-a, 2,4, 25, 12, 25, 25, 13
Sokoban-A, opt-a, 2,5, , 11, , , 
Sokoban-A, opt-a, 2,6, , 10, , , 
Sokoban-A, opt-a, 2,7, , 9, , , 
Sokoban-A, opt-a, 2,8, , 8, , , 
Sokoban-A, opt-a, 2,9, , 7, , , 
Sokoban-A, opt-a, 2,10, , 6, , , 
Sokoban-A, opt-a, 2,11, , 5, , , 
Sokoban-A, opt-a, 2,12, , 4, , , 
Sokoban-A, opt-a, 2,13, , 3, , , 
Sokoban-A, opt-a, 2,14, , 2, , , 
Sokoban-A, opt-a, 2,15, , 1, , , 
Sokoban-A, opt-a, 2,16, , 0, , , 
Sokoban-A, adv, 4,1, 26, 15, 26, 26, 14
Sokoban-A, adv, 4,2, 25, 14, 25, 25, 13
Sokoban-A, adv, 4,3, 24, 13, 24, 24, 12
Sokoban-A, adv, 4,4, 23, 14, 23, 23, 11
Sokoban-A, adv, 4,5, 22, 15, 22, 22, 10
Sokoban-A, adv, 4,6, 21, 16, 21, 21, 9
Sokoban-A, adv, 4,7, 20, 17, 20, 20, 18
Sokoban-A, adv, 4,8, 19, 18, 19, 19, 17
Sokoban-A, adv, 4,9, 18, 17, 18, 18, 16
Sokoban-A, adv, 4,10, 17, 16, 17, 17, 15
Sokoban-A, adv, 4,11, 16, 21, 16, 16, 14
Sokoban-A, adv, 4,12, 15, 20, 15, 15, 13
Sokoban-A, adv, 4,13, 14, 19, 14, 14, 12
Sokoban-A, adv, 4,14, 13, 18, 13, 13, 13
Sokoban-A, adv, 4,15, 14, 19, 14, 14, 14
Sokoban-A, adv, 4,16, 15, 20, 15, 15, 15
Sokoban-A, adv, 4,17, 16, 21, 16, 16, 16
Sokoban-A, adv, 4,18, 17, 22, 17, 17, 17
Sokoban-A, adv, 4,19, 18, 23, 18, 18, 18
Sokoban-A, adv, 4,20, 19, 24, 19, 19, 19
Sokoban-A, adv, 4,21, 20, 25, 20, 20, 20
Sokoban-A, adv, 4,22, 21, 26, 21, 21, 21
Sokoban-A, adv, 4,23, 20, 25, 20, 20, 20
Sokoban-A, adv, 4,24, 19, 24, 19, 19, 19
Sokoban-A, adv, 4,25, 18, 23, 18, 18, 18
Sokoban-A, adv, 4,26, 17, 22, 17, 17, 17
Sokoban-A, adv, 4,27, 16, 21, 16, 16, 16
Sokoban-A, adv, 4,28, 15, 20, 15, 15, 15
Sokoban-A, adv, 4,29, 14, 19, 14, 14, 14
Sokoban-A, adv, 4,30, 13, 18, 13, 13, 13
Sokoban-A, adv, 4,31, 12, 17, 12, 12, 12
Sokoban-A, adv, 4,32, 11, 16, 11, 11, 11
Sokoban-A, adv, 4,33, 10, 15, 10, 10, 36
Sokoban-A, adv, 4,34, 9, 14, 9, 9, 35
Sokoban-A, adv, 4,35, 8, 13, 8, 8, 34
Sokoban-A, adv, 4,36, 9, 14, 9, 9, 35
Sokoban-A, adv, 4,37, 10, 15, 10, 10, 36
Sokoban-A, adv, 4,38, 11, 16, 11, 11, 37
Sokoban-A, adv, 4,39, 12, 17, 12, 12, 38
Sokoban-A, adv, 4,40, 11, 16, 11, 11, 37
Sokoban-A, adv, 4,41, 10, 15, 10, 10, 36
Sokoban-A, adv, 4,42, 9, 14, 9, 9, 35
Sokoban-A, adv, 4,43, 8, 13, 8, 8, 34
Sokoban-A, adv, 4,44, 7, 12, 7, 7, 35
Sokoban-A, adv, 4,45, 8, 11, 8, 6, 36
Sokoban-A, adv, 4,46, , , , 5, 
Sokoban-A, adv, 4,47, , , , 4, 
Sokoban-A, adv, 4,48, , , , 3, 
Sokoban-A, adv, 4,49, , , , 2, 
Sokoban-A, adv, 4,50, , , , 1, 
Sokoban-A, adv, 4,51, , , , 0, 
Sokoban-B, loi, 5,1, 23, 31, 21, 31, 23
Sokoban-B, loi, 5,2, 22, 30, 20, 30, 22
Sokoban-B, loi, 5,3, 21, 29, 19, 29, 21
Sokoban-B, loi, 5,4, 20, 28, 18, 28, 20
Sokoban-B, loi, 5,5, 21, 27, 17, 29, 19
Sokoban-B, loi, 5,6, 20, 26, 16, 28, 18
Sokoban-B, loi, 5,7, 25, 25, 15, 33, 17
Sokoban-B, loi, 5,8, 26, 24, 14, 34, 16
Sokoban-B, loi, 5,9, 25, 23, 13, 33, 15
Sokoban-B, loi, 5,10, 24, 22, 12, 32, 14
Sokoban-B, loi, 5,11, 23, 21, 11, 31, 13
Sokoban-B, loi, 5,12, 24, 22, 12, 32, 12
Sokoban-B, loi, 5,13, 25, 23, 13, 33, 11
Sokoban-B, loi, 5,14, 26, 24, 14, 34, 10
Sokoban-B, loi, 5,15, 26, 24, 14, 34, 10
Sokoban-B, loi, 5,16, 26, 24, 14, 34, 10
Sokoban-B, loi, 5,17, 27, 25, 15, 35, 9
Sokoban-B, loi, 5,18, 28, 26, 16, 36, 10
Sokoban-B, loi, 5,19, 28, 26, 16, 36, 10
Sokoban-B, loi, 5,20, 28, 26, 16, 36, 10
Sokoban-B, loi, 5,21, 27, 25, 15, 35, 9
Sokoban-B, loi, 5,22, 28, 26, 16, 36, 8
Sokoban-B, loi, 5,23, 29, 27, 17, 37, 7
Sokoban-B, loi, 5,24, 28, 26, 16, 36, 8
Sokoban-B, loi, 5,25, 28, 26, 16, 36, 8
Sokoban-B, loi, 5,26, 29, 27, 17, 37, 9
Sokoban-B, loi, 5,27, 30, 28, 18, 38, 10
Sokoban-B, loi, 5,28, 30, 28, 18, 38, 10
Sokoban-B, loi, 5,29, 30, 28, 18, 38, 10
Sokoban-B, loi, 5,30, 29, 27, 17, 37, 9
Sokoban-B, loi, 5,31, 28, 26, 16, 36, 8
Sokoban-B, loi, 5,32, 29, 27, 17, 37, 7
Sokoban-B, loi, 5,33, , , , , 6
Sokoban-B, loi, 5,34, , , , , 5
Sokoban-B, loi, 5,35, , , , , 4
Sokoban-B, loi, 5,36, , , , , 3
Sokoban-B, loi, 5,37, , , , , 2
Sokoban-B, loi, 5,38, , , , , 1
Sokoban-B, loi, 5,39, , , , , 0
Sokoban-B, opt-d, 5,1, 23, 31, 21, 31, 23
Sokoban-B, opt-d, 5,2, 22, 30, 20, 30, 22
Sokoban-B, opt-d, 5,3, 21, 29, 19, 29, 21
Sokoban-B, opt-d, 5,4, 20, 28, 18, 28, 20
Sokoban-B, opt-d, 5,5, 21, 27, 17, 29, 19
Sokoban-B, opt-d, 5,6, 20, 26, 16, 28, 18
Sokoban-B, opt-d, 5,7, 25, 25, 15, 33, 17
Sokoban-B, opt-d, 5,8, 26, 24, 14, 34, 16
Sokoban-B, opt-d, 5,9, 25, 23, 13, 33, 15
Sokoban-B, opt-d, 5,10, 24, 22, 12, 32, 14
Sokoban-B, opt-d, 5,11, 23, 21, 11, 31, 13
Sokoban-B, opt-d, 5,12, 24, 22, 12, 32, 12
Sokoban-B, opt-d, 5,13, 25, 23, 13, 33, 11
Sokoban-B, opt-d, 5,14, 26, 24, 14, 34, 10
Sokoban-B, opt-d, 5,15, 27, 25, 15, 35, 9
Sokoban-B, opt-d, 5,16, 28, 26, 16, 36, 8
Sokoban-B, opt-d, 5,17, 29, 27, 17, 37, 7
Sokoban-B, opt-d, 5,18, , , , , 6
Sokoban-B, opt-d, 5,19, , , , , 5
Sokoban-B, opt-d, 5,20, , , , , 4
Sokoban-B, opt-d, 5,21, , , , , 3
Sokoban-B, opt-d, 5,22, , , , , 2
Sokoban-B, opt-d, 5,23, , , , , 1
Sokoban-B, opt-d, 5,24, , , , , 0
Sokoban-B, amb, ,1, 23, 31, 21, 31, 23
Sokoban-B, amb, ,2, 22, 30, 20, 30, 22
Sokoban-B, amb, ,3, 21, 29, 19, 29, 21
Sokoban-B, amb, ,4, 20, 28, 18, 28, 20
Sokoban-B, amb, ,5, 21, 27, 17, 29, 19
Sokoban-B, amb, ,6, 20, 26, 16, 28, 18
Sokoban-B, amb, ,7, 25, 25, 15, 33, 17
Sokoban-B, amb, ,8, 26, 24, 14, 34, 16
Sokoban-B, amb, ,9, 25, 23, 13, 33, 15
Sokoban-B, amb, ,10, 24, 22, 12, 32, 14
Sokoban-B, amb, ,11, 23, 21, 11, 31, 13
Sokoban-B, amb, ,12, 22, 20, 10, 30, 14
Sokoban-B, amb, ,13, 21, 19, 9, 29, 15
Sokoban-B, amb, ,14, 20, 18, 8, 28, 14
Sokoban-B, amb, ,15, 21, 19, 9, 29, 13
Sokoban-B, amb, ,16, 22, 20, 10, 30, 12
Sokoban-B, amb, ,17, 23, 21, 11, 31, 11
Sokoban-B, amb, ,18, 24, 22, 12, 32, 10
Sokoban-B, amb, ,19, 25, 23, 13, 33, 9
Sokoban-B, amb, ,20, 26, 24, 14, 34, 8
Sokoban-B, amb, ,21, 29, 27, 17, 37, 7
Sokoban-B, amb, ,22, , , , , 6
Sokoban-B, amb, ,23, , , , , 5
Sokoban-B, amb, ,24, , , , , 4
Sokoban-B, amb, ,25, , , , , 3
Sokoban-B, amb, ,26, , , , , 2
Sokoban-B, amb, ,27, , , , , 1
Sokoban-B, amb, ,28, , , , , 0
Sokoban-B, opt-a, 2,1, 23, 31, 21, 31, 23
Sokoban-B, opt-a, 2,2, 22, 30, 20, 30, 22
Sokoban-B, opt-a, 2,3, 21, 29, 19, 29, 21
Sokoban-B, opt-a, 2,4, 20, 28, 18, 28, 20
Sokoban-B, opt-a, 2,5, 21, 27, 17, 29, 19
Sokoban-B, opt-a, 2,6, 20, 26, 16, 28, 18
Sokoban-B, opt-a, 2,7, 25, 25, 15, 33, 17
Sokoban-B, opt-a, 2,8, 26, 24, 14, 34, 16
Sokoban-B, opt-a, 2,9, 25, 23, 13, 33, 15
Sokoban-B, opt-a, 2,10, 24, 22, 12, 32, 14
Sokoban-B, opt-a, 2,11, 23, 21, 11, 31, 13
Sokoban-B, opt-a, 2,12, 22, 20, 10, 30, 14
Sokoban-B, opt-a, 2,13, 21, 19, 9, 29, 15
Sokoban-B, opt-a, 2,14, 20, 18, 8, 28, 14
Sokoban-B, opt-a, 2,15, 19, 17, 7, 27, 17
Sokoban-B, opt-a, 2,16, 18, 16, 6, 26, 14
Sokoban-B, opt-a, 2,17, 27, 15, 23, 35, 23
Sokoban-B, opt-a, 2,18, 28, 14, 24, 36, 24
Sokoban-B, opt-a, 2,19, , 13, , , 
Sokoban-B, opt-a, 2,20, , 12, , , 
Sokoban-B, opt-a, 2,21, , 11, , , 
Sokoban-B, opt-a, 2,22, , 10, , , 
Sokoban-B, opt-a, 2,23, , 9, , , 
Sokoban-B, opt-a, 2,24, , 8, , , 
Sokoban-B, opt-a, 2,25, , 7, , , 
Sokoban-B, opt-a, 2,26, , 6, , , 
Sokoban-B, opt-a, 2,27, , 5, , , 
Sokoban-B, opt-a, 2,28, , 4, , , 
Sokoban-B, opt-a, 2,29, , 3, , , 
Sokoban-B, opt-a, 2,30, , 2, , , 
Sokoban-B, opt-a, 2,31, , 1, , , 
Sokoban-B, opt-a, 2,32, , 0, , , 
Sokoban-B, adv, 5,1, 23, 31, 21, 31, 23
Sokoban-B, adv, 5,2, 22, 30, 20, 30, 22
Sokoban-B, adv, 5,3, 21, 29, 19, 29, 21
Sokoban-B, adv, 5,4, 20, 28, 18, 28, 20
Sokoban-B, adv, 5,5, 21, 27, 17, 29, 19
Sokoban-B, adv, 5,6, 20, 26, 16, 28, 18
Sokoban-B, adv, 5,7, 25, 25, 15, 33, 17
Sokoban-B, adv, 5,8, 26, 24, 14, 34, 16
Sokoban-B, adv, 5,9, 25, 23, 13, 33, 15
Sokoban-B, adv, 5,10, 24, 22, 12, 32, 14
Sokoban-B, adv, 5,11, 23, 21, 11, 31, 13
Sokoban-B, adv, 5,12, 24, 22, 12, 32, 12
Sokoban-B, adv, 5,13, 23, 21, 11, 31, 13
Sokoban-B, adv, 5,14, 22, 20, 10, 30, 14
Sokoban-B, adv, 5,15, 21, 19, 9, 29, 15
Sokoban-B, adv, 5,16, 22, 20, 10, 30, 16
Sokoban-B, adv, 5,17, 21, 21, 11, 29, 17
Sokoban-B, adv, 5,18, 20, 26, 16, 28, 18
Sokoban-B, adv, 5,19, 21, 27, 17, 29, 19
Sokoban-B, adv, 5,20, 22, 26, 16, 30, 18
Sokoban-B, adv, 5,21, 23, 27, 17, 31, 19
Sokoban-B, adv, 5,22, 22, 26, 16, 30, 18
Sokoban-B, adv, 5,23, 23, 25, 15, 31, 17
Sokoban-B, adv, 5,24, 24, 24, 14, 32, 16
Sokoban-B, adv, 5,25, 25, 23, 13, 33, 15
Sokoban-B, adv, 5,26, 24, 22, 12, 32, 14
Sokoban-B, adv, 5,27, 23, 21, 11, 31, 13
Sokoban-B, adv, 5,28, 24, 22, 12, 32, 12
Sokoban-B, adv, 5,29, 25, 23, 13, 33, 11
Sokoban-B, adv, 5,30, 26, 24, 14, 34, 10
Sokoban-B, adv, 5,31, 27, 25, 15, 35, 11
Sokoban-B, adv, 5,32, 28, 26, 16, 36, 12
Sokoban-B, adv, 5,33, 29, 27, 17, 37, 13
Sokoban-B, adv, 5,34, 30, 28, 18, 38, 14
Sokoban-B, adv, 5,35, 31, 29, 19, 39, 15
Sokoban-B, adv, 5,36, 32, 30, 20, 40, 16
Sokoban-B, adv, 5,37, 31, 29, 19, 39, 15
Sokoban-B, adv, 5,38, 30, 28, 18, 38, 14
Sokoban-B, adv, 5,39, 29, 27, 17, 37, 13
Sokoban-B, adv, 5,40, 28, 26, 16, 36, 12
Sokoban-B, adv, 5,41, 27, 25, 15, 35, 11
Sokoban-B, adv, 5,42, 26, 24, 14, 34, 10
Sokoban-B, adv, 5,43, 27, 25, 15, 35, 9
Sokoban-B, adv, 5,44, 28, 26, 16, 36, 8
Sokoban-B, adv, 5,45, 29, 27, 17, 37, 7
Sokoban-B, adv, 5,46, , , , , 6
Sokoban-B, adv, 5,47, , , , , 5
Sokoban-B, adv, 5,48, , , , , 4
Sokoban-B, adv, 5,49, , , , , 3
Sokoban-B, adv, 5,50, , , , , 2
Sokoban-B, adv, 5,51, , , , , 1
Sokoban-B, adv, 5,52, , , , , 0
Sokoban-C, adv, 4,1, 18, 23, 25, 13, 36
Sokoban-C, adv, 4,2, 17, 22, 24, 12, 37
Sokoban-C, adv, 4,3, 16, 21, 23, 11, 28
Sokoban-C, adv, 4,4, 15, 20, 22, 10, 27
Sokoban-C, adv, 4,5, 14, 19, 21, 9, 26
Sokoban-C, adv, 4,6, 13, 18, 20, 8, 25
Sokoban-C, adv, 4,7, 12, 17, 19, 7, 24
Sokoban-C, adv, 4,8, 11, 16, 18, 6, 23
Sokoban-C, adv, 4,9, 10, 15, 17, 5, 22
Sokoban-C, adv, 4,10, 9, 14, 16, 4, 21
Sokoban-C, adv, 4,11, 8, 13, 15, 3, 20
Sokoban-C, adv, 4,12, 7, 12, 14, 2, 19
Sokoban-C, adv, 4,13, 8, 11, 15, 3, 18
Sokoban-C, adv, 4,14, 9, 10, 16, 4, 17
